Дата,Kyrgyz_Altyn_Slitok_1_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_1_Цена_продажи,Kyrgyz_Altyn_Slitok_2_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_2_Цена_продажи,Kyrgyz_Altyn_Slitok_5_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_5_Цена_продажи,Kyrgyz_Altyn_Slitok_10_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_10_Цена_продажи,Kyrgyz_Altyn_Slitok_20_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_20_Цена_продажи,Kyrgyz_Altyn_Slitok_31_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_31_Цена_продажи,Kyrgyz_Altyn_Slitok_50_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_50_Цена_продажи,Kyrgyz_Altyn_Slitok_100_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_100_Цена_продажи,Kyrgyz_Altyn_Slitok_1000_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_1000_Цена_продажи,NBKR_Slitok_1_Цена_обратного_выкупа,NBKR_Slitok_1_Цена_продажи,NBKR_Slitok_2_Цена_обратного_выкупа,NBKR_Slitok_2_Цена_продажи,NBKR_Slitok_5_Цена_обратного_выкупа,NBKR_Slitok_5_Цена_продажи,NBKR_Slitok_10_Цена_обратного_выкупа,NBKR_Slitok_10_Цена_продажи,NBKR_Slitok_31_Цена_обратного_выкупа,NBKR_Slitok_31_Цена_продажи,NBKR_Slitok_100_Цена_обратного_выкупа,NBKR_Slitok_100_Цена_продажи,Optima_Покупка_EUR_Безналичные,Optima_Покупка_KZT_Безналичные,Optima_Покупка_RUB_Безналичные,Optima_Покупка_USD_Безналичные,Optima_Продажа_EUR_Безналичные,Optima_Продажа_KZT_Безналичные,Optima_Продажа_RUB_Безналичные,Optima_Продажа_USD_Безналичные
2024-09-26,,,,,,,,,,,,,,,,,,,8592.0,8635.0,15907.5,15971.5,37865.5,37979.5,73952.5,74100.5,226797.0,230199.0,724360.5,746091.5,,,,,,,,
2024-09-25,,,,,,,,,,,,,,,,,,,8525.5,8568.0,15774.0,15837.0,37529.5,37642.0,73280.0,73426.5,224708.5,228079.0,717645.5,739175.0,,,,,,,,
2024-09-24,,,,,,,,,,,,,,,,,,,8511.5,8554.0,15746.5,15809.5,37460.0,37572.5,73140.5,73287.0,224276.0,227640.5,716256.0,737743.5,,,,,,,,
2024-09-23,,,,,,,,,,,,,,,,,,,8445.5,8488.0,15614.5,15677.0,37128.0,37239.5,72477.5,72622.0,222216.0,225549.0,709632.0,730921.0,,,,,,,,
2024-09-20,,,,,,,,,,,,,,,,,,,8366.5,8408.5,15456.0,15518.0,36729.5,36840.0,71680.0,71823.5,219740.5,223036.5,701674.0,722724.0,,,,,,,,
2024-09-19,,,,,,,,,,,,,,,,,,,8359.5,8401.0,15442.0,15504.0,36694.5,36804.5,72479.5,72624.5,222502.5,225840.0,705070.5,726222.5,,,,,,,,
2024-09-18,,,,,,,,,,,,,,,,,,,8387.5,8429.5,15498.0,15560.0,36835.0,36945.5,72760.5,72906.0,223375.0,226726.0,707875.5,729112.0,,,,,,,,
2024-09-17,,,,,,,,,,,,,,,,,,,8422.5,8464.5,15568.0,15630.0,37011.0,37122.0,73112.0,73258.5,224467.5,227834.5,711387.5,732729.0,,,,,,,,
2024-09-16,,,,,,,,,,,,,,,,,,,8388.5,8430.5,15500.0,15562.0,36840.0,36950.5,72771.0,72916.5,223407.5,226758.5,707979.5,729219.0,,,,,,,,
2024-09-13,,,,,,,,,,,,,,,,,,,8294.0,8335.5,15311.5,15372.5,36365.5,36475.0,71822.0,71965.5,220460.5,223767.5,698505.0,719460.0,,,,,,,,
2024-09-12,,,,,,,,,,,,,,,,,,,8178.0,8219.0,15079.5,15140.0,35782.0,35889.5,70655.0,70796.0,216836.0,220088.5,686852.0,707457.5,,,,,,,,
2024-09-11,,,,,,,,,,,,,,,,,,,8174.0,8215.0,15071.5,15132.0,35762.5,35870.0,70615.5,70756.5,216714.0,219964.5,686459.5,707053.0,,,,,,,,
2024-09-10,,,,,,,,,,,,,,,,,,,8156.5,8197.0,15036.0,15096.0,35673.0,35780.0,70436.5,70577.5,216158.0,219400.5,684672.5,705213.0,,,,,,,,
2024-09-09,,,,,,,,,,,,,,,,,,,8174.0,8214.5,15071.0,15131.0,35760.5,35867.5,70611.5,70752.5,216701.0,219951.5,686419.0,707011.5,,,,,,,,
2024-09-06,,,,,,,,,,,,,,,,,,,8185.5,8226.5,15094.0,15154.5,35818.5,35926.0,70728.0,70869.5,217062.5,220318.5,687581.0,708208.5,,,,,,,,
2024-09-05,,,,,,,,,,,,,,,,,,,8138.0,8179.0,14999.5,15059.5,35581.5,35688.5,70253.5,70394.0,215590.0,218823.5,682846.0,703331.5,,,,,,,,
2024-09-04,,,,,,,,,,,,,,,,,,,8135.0,8176.0,14993.5,15053.5,35566.0,35672.5,70222.5,70363.0,215493.5,218726.0,682536.0,703012.0,,,,,,,,
2024-09-03,,,,,,,,,,,,,,,,,,,8196.0,8237.0,15115.0,15175.5,35871.5,35979.0,70833.5,70975.5,217391.0,220652.0,688637.5,709296.5,,,,,,,,
2024-09-02,,,,,,,,,,,,,,,,,,,8250.5,8292.0,15224.5,15285.5,36147.5,36256.0,71385.5,71528.0,219105.0,222391.5,694147.0,714971.5,,,,,,,,
2024-08-30,,,,,,,,,,,,,,,,,,,8275.0,8316.5,15273.5,15334.5,36269.5,36378.5,71630.0,71773.0,219864.5,223162.5,696588.5,717486.0,,,,,,,,
2024-08-29,,,,,,,,,,,,,,,,,,,8243.5,8284.5,15210.5,15271.0,36111.5,36219.5,71313.0,71455.5,218880.0,222163.5,693424.0,714227.0,,,,,,,,
2024-08-28,,,,,,,,,,,,,,,,,,,8255.5,8296.5,15234.0,15295.0,36171.0,36279.5,71433.0,71576.0,219252.5,222541.0,694621.5,715460.0,,,,,,,,
2024-08-27,,,,,,,,,,,,,,,,,,,8268.5,8310.0,15260.5,15321.5,36237.5,36346.0,71565.0,71708.0,219662.5,222957.5,695940.0,716818.5,,,,,,,,
2024-08-26,,,,,,,,,,,,,,,,,,,8279.0,8320.5,15281.0,15342.5,36289.5,36398.5,71670.0,71813.0,219988.5,223288.0,696987.0,717897.0,,,,,,,,
2024-08-23,,,,,,,,,,,,,,,,,,,8214.5,8255.5,15152.0,15213.0,35965.0,36073.0,71020.5,71162.5,217972.0,221241.5,690505.0,711220.0,,,,,,,,
2024-08-22,,,,,,,,,,,,,,,,,,,8264.5,8305.5,15252.0,15313.0,36216.0,36324.5,71522.5,71665.5,219530.0,222823.0,695514.0,716379.0,,,,,,,,
2024-08-21,,,,,,,,,,,,,,,,,,,8356.5,8398.5,15436.5,15498.0,36680.0,36790.0,72451.0,72595.5,222413.5,225750.0,704784.0,725928.0,,,,,,,,
2024-08-20,,,,,,,,,,,,,,,,,,,8262.5,8303.5,15248.0,15309.0,36205.5,36314.0,71502.0,71645.0,219466.0,222758.0,695308.5,716168.0,,,,,,,,
2024-08-19,,,,,,,,,,,,,,,,,,,8238.5,8279.5,15200.0,15260.5,36085.0,36193.0,71260.5,71403.0,218716.5,221997.0,692897.5,713684.5,,,,,,,,
2024-08-16,,,,,,,,,,,,,,,,,,,8131.0,8171.5,14985.0,15045.0,35544.5,35651.5,70180.0,70320.5,215361.0,218591.5,682111.0,702574.0,,,,,,,,
2024-08-15,,,,,,,,,,,,,,,,,,,8158.5,8199.5,15040.0,15100.5,35683.5,35790.5,70457.0,70598.0,216222.0,219465.5,684878.5,705424.5,,,,,,,,
2024-08-14,,,,,,,,,,,,,,,,,,,8197.0,8238.0,15117.5,15178.0,35877.5,35985.0,70845.5,70987.0,217427.5,220689.0,688754.5,709417.0,,,,,,,,
2024-08-13,,,,,,,,,,,,,,,,,,,8119.0,8159.5,14961.0,15021.0,35484.5,35590.5,70059.0,70199.0,214986.0,218210.5,680904.5,701331.5,,,,,,,,
2024-08-12,,,,,,,,,,,,,,,,,,,8054.5,8095.0,14832.5,14892.0,35161.0,35266.5,69413.0,69551.5,212979.0,216173.5,674452.0,694685.5,,,,,,,,
2024-08-09,,,,,,,,,,,,,,,,,,,7992.0,8032.0,14707.5,14766.5,34847.0,34951.5,68784.5,69099.0,211027.0,214192.5,668177.0,688222.5,,,,,,,,
2024-08-08,,,,,,,,,,,,,,,,,,,7930.5,7970.0,14583.5,14642.0,34535.0,34639.0,68161.0,69099.0,209090.5,212227.0,661951.5,681810.0,,,,,,,,
2024-08-07,,,,,,,,,,,,,,,,,,,7908.0,7947.5,14539.0,14597.5,34423.0,34526.5,67937.0,69099.0,208395.0,211521.0,659715.5,679507.0,,,,,,,,
2024-08-06,,,,,,,,,,,,,,,,,,,7894.5,7934.0,14512.0,14570.0,34354.5,34457.5,67800.0,69099.0,207969.5,211089.0,658347.0,678097.5,,,,,,,,
2024-08-05,,,,,,,,,,,,,,,,,,,8062.5,8103.0,14848.5,14907.5,35201.0,35306.5,69492.0,69631.0,213225.0,216423.0,675242.5,695499.5,,,,,,,,
2024-08-02,,,,,,,,,,,,,,,,,,,8021.5,8061.5,14766.0,14825.0,34994.0,35098.5,69078.0,69216.0,211939.0,215118.0,671109.0,691242.0,,,,,,,,
2024-08-01,,,,,,,,,,,,,,,,,,,7945.5,7985.0,14614.0,14672.5,34611.5,34715.5,68313.5,69099.0,209565.5,212709.0,663477.0,683381.5,,,,,,,,
2024-07-31,,,,,,,,,,,,,,,,,,,7848.5,7888.0,14420.0,14478.0,34124.0,34226.0,67338.0,69099.0,206536.0,209634.0,653738.0,673350.0,,,,,,,,
2024-07-30,,,,,,,,,,,,,,,,,,,7851.0,7890.0,14425.0,14482.5,34135.5,34238.0,67361.0,69099.0,206607.5,209706.5,653967.5,673586.5,,,,,,,,
2024-07-29,,,,,,,,,,,,,,,,,,,7838.0,7877.5,14399.5,14457.0,34072.0,34174.0,67234.0,69099.0,206212.5,209306.0,652698.0,672279.0,,,,,,,,
2024-07-26,,,,,,,,,,,,,,,,,,,7791.5,7830.5,14306.0,14363.0,33836.0,33937.5,66763.0,69099.0,204749.0,208773.5,647992.5,667432.5,,,,,,,,
2024-07-25,,,,,,,,,,,,,,,,,,,7947.5,7987.5,14618.5,14677.0,34623.0,34726.5,68336.5,69099.0,209635.5,212780.0,663703.0,683614.0,,,,,,,,
2024-07-24,,,,,,,,,,,,,,,,,,,7909.0,7948.5,14541.0,14599.5,34428.0,34531.5,67946.5,69099.0,208425.0,211551.5,659810.5,679605.0,,,,,,,,
2024-07-23,,,,,,,,,,,,,,,,,,,7899.0,7938.0,14520.5,14579.0,34376.5,34479.5,67843.5,69099.0,208105.5,211227.5,658784.5,678548.0,,,,,,,,
2024-07-22,,,,,,,,,,,,,,,,,,,7931.5,7971.0,14586.0,14644.0,34540.0,34644.0,68171.0,69099.0,209122.0,212259.0,662052.0,681913.5,,,,,,,,
2024-07-19,,,,,,,,,,,,,,,,,,,8107.0,8147.5,14937.5,14997.5,35425.5,35531.5,69941.0,70081.0,214619.5,217839.0,679727.0,700119.0,,,,,,,,
2024-07-18,,,,,,,,,,,,,,,,,,,8164.0,8205.0,15051.5,15111.5,35712.0,35819.0,70514.5,70655.5,216400.0,219646.0,685450.5,706014.0,,,,,,,,
2024-07-17,,,,,,,,,,,,,,,,,,,8085.0,8125.5,14893.0,14952.5,35313.0,35419.0,69717.0,70042.5,213923.0,217132.0,677487.5,697812.0,,,,,,,,
2024-07-16,,,,,,,,,,,,,,,,,,,8030.5,8070.5,14784.0,14843.0,35038.5,35143.5,69167.0,70042.5,212216.0,215399.0,671999.0,692159.0,,,,,,,,
2024-07-15,,,,,,,,,,,,,,,,,,,7991.0,8031.0,14705.0,14764.0,34840.5,34945.0,68771.5,70042.5,210987.5,214152.5,668050.0,688091.5,,,,,,,,
2024-07-12,,,,,,,,,,,,,,,,,,,7998.0,8038.0,14719.5,14778.5,34877.0,34981.5,68844.5,70042.5,211213.0,214381.5,668775.0,688838.0,,,,,,,,
2024-07-11,,,,,,,,,,,,,,,,,,,7944.0,7983.5,14611.0,14669.5,34604.0,34708.0,68298.5,70042.5,209519.0,212661.5,663327.5,683227.5,,,,,,,,
2024-07-10,,,,,,,,,,,,,,,,,,,7910.5,7950.0,14544.5,14602.5,34436.0,34539.5,67963.0,70042.5,208475.5,211603.0,659974.0,679773.0,,,,,,,,
2024-07-09,,,,,,,,,,,,,,,,,,,7944.0,7984.0,14611.5,14669.5,34604.5,34708.0,68299.5,70042.5,209520.5,212663.5,663334.0,683234.0,,,,,,,,
2024-07-08,,,,,,,,,,,,,,,,,,,7961.0,8000.5,14644.5,14703.5,34688.5,34792.5,68467.5,70042.5,210043.5,213194.5,665015.0,684965.5,,,,,,,,
2024-07-05,,,,,,,,,,,,,,,,,,,7914.0,7953.5,14551.0,14609.0,34453.0,34556.0,67996.0,70042.5,208579.0,211708.0,660306.5,680115.5,,,,,,,,
2024-07-04,,,,,,,,,,,,,,,,,,,7924.0,7964.0,14571.5,14630.0,34505.0,34608.5,68100.0,70042.5,208902.5,212036.0,661346.0,681186.5,,,,,,,,
2024-07-03,,,,,,,,,,,,,,,,,,,7848.0,7887.0,14419.0,14476.5,34120.5,34223.0,67331.5,70042.5,206515.5,209613.5,653672.0,673282.0,,,,,,,,
2024-07-02,,,,,,,,,,,,,,,,,,,7857.0,7896.5,14437.0,14495.0,34166.5,34269.0,67423.5,70042.5,206801.0,209903.0,654590.0,674228.0,,,,,,,,
2024-07-01,,,,,,,,,,,,,,,,,,,7869.0,7908.5,14461.5,14519.0,34227.5,34330.0,67545.0,70042.5,207179.0,210286.5,655804.5,675479.0,,,,,,,,
2024-06-28,,,,,,,,,,,,,,,,,,,7849.0,7888.5,14421.5,14479.5,34127.5,34230.0,67345.5,70042.5,206558.5,209657.0,653810.5,673424.5,,,,,,,,
2024-06-27,,,,,,,,,,,,,,,,,,,7784.5,7823.5,14292.5,14349.5,33802.0,33903.5,66694.5,70042.5,204537.5,207965.5,647312.5,666732.0,,,,,,,,
2024-06-26,,,,,,,,,,,,,,,,,,,7863.5,7902.5,14450.0,14508.0,34199.0,34301.5,67488.5,70042.5,207002.0,210107.0,655236.0,674893.0,,,,,,,,
2024-06-25,,,,,,,,,,,,,,,,,,,7881.5,7921.0,14486.5,14544.5,34290.5,34393.5,67671.5,70042.5,207571.0,210684.5,657064.5,676776.5,,,,,,,,
2024-06-24,,,,,,,,,,,,,,,,,,,7904.0,7943.5,14531.0,14589.5,34403.0,34506.0,67896.5,70042.5,208269.0,211393.0,659310.0,679089.5,,,,,,,,
2024-06-21,,,,,,,,,,,,,,,,,,,7960.5,8000.0,14644.0,14702.5,34686.5,34790.5,68463.5,70042.5,210030.0,213180.5,664971.0,684920.5,,,,,,,,
2024-06-20,,,,,,,,,,,,,,,,,,,7914.5,7954.0,14551.5,14610.0,34454.5,34558.0,67999.5,70042.5,208590.5,211719.0,660342.5,680153.0,,,,,,,,
2024-06-19,,,,,,,,,,,,,,,,,,,7937.0,7976.5,14597.0,14655.5,34569.0,34672.5,68228.5,70042.5,209300.0,212439.5,662624.5,682503.0,,,,,,,,
2024-06-18,,,,,,,,,,,,,,,,,,,7943.5,7983.5,14610.5,14669.0,34602.5,34706.5,68295.5,70042.5,209509.5,212652.0,663297.5,683196.5,,,,,,,,
2024-06-14,,,,,,,,,,,,,,,,,,,7863.0,7902.5,14449.5,14507.5,34198.0,34300.5,67486.5,70042.5,206996.0,210101.0,655217.0,674873.5,,,,,,,,
2024-06-13,,,,,,,,,,,,,,,,,,,7893.5,7933.0,14510.0,14568.0,34349.5,34452.5,67789.5,70042.5,207937.5,211057.0,658244.5,677991.5,,,,,,,,
2024-06-12,,,,,,,,,,,,,,,,,,,7869.5,7909.0,14462.5,14520.5,34230.0,34333.0,67551.0,70042.5,207196.5,210304.5,655861.0,675536.5,,,,,,,,
2024-06-11,,,,,,,,,,,,,,,,,,,7837.5,7876.5,14398.0,14455.5,34068.0,34170.5,67227.0,70042.5,206190.0,209283.0,652625.5,672204.5,,,,,,,,
2024-06-10,,,,,,,,,,,,,,,,,,,7872.0,7911.5,14467.0,14525.0,34241.5,34344.0,67573.5,70042.5,207266.5,210375.5,656086.0,675768.5,,,,,,,,
2024-06-07,,,,,,,,,,,,,,,,,,,8016.0,8056.0,14755.0,14814.0,34966.0,35071.0,69022.5,70042.5,211766.5,214943.0,670554.5,690671.5,,,,,,,,
2024-06-06,,,,,,,,,,,,,,,,,,,7959.5,7999.5,14642.5,14701.0,34683.5,34787.5,68457.0,68594.0,210011.0,213161.0,664910.5,684857.5,,,,,,,,
2024-06-05,,,,,,,,,,,,,,,,,,,7937.5,7977.5,14598.5,14657.0,34572.0,34676.0,68235.0,68371.5,209320.5,212460.5,662690.5,682571.0,,,,,,,,
2024-06-04,,,,,,,,,,,,,,,,,,,7982.0,8021.5,14686.5,14745.5,34794.0,34898.5,68679.0,68816.5,210699.5,213860.0,667124.0,687137.5,,,,,,,,
2024-06-03,,,,,,,,,,,,,,,,,,,8011.5,8051.5,14746.0,14805.0,34943.0,35048.0,68977.0,69115.0,211625.0,214799.0,670098.5,690201.5,,,,,,,,
2024-05-31,,,,,,,,,,,,,,,,,,,8012.0,8052.5,14747.5,14806.5,34947.5,35052.0,68985.5,69123.5,211651.0,214826.0,670183.0,690288.5,,,,,,,,
2024-05-30,,,,,,,,,,,,,,,,,,,7997.5,8037.5,14718.5,14777.5,34874.0,34978.5,68838.5,68976.0,211195.0,214363.0,668717.0,688778.5,,,,,,,,
2024-05-29,,,,,,,,,,,,,,,,,,,8033.0,8073.5,14789.5,14848.5,35052.5,35158.0,69196.0,69334.5,212305.5,215490.0,672286.5,692455.0,,,,,,,,
2024-05-28,,,,,,,,,,,,,,,,,,,8012.0,8052.0,14747.0,14806.0,34945.5,35050.5,68982.0,69119.5,211640.0,214814.5,670147.5,690252.0,,,,,,,,
2024-05-27,,,,,,,,,,,,,,,,,,,8015.0,8055.0,14753.0,14812.0,34961.0,35066.0,69013.0,69151.0,211737.0,214913.0,670459.5,690573.5,,,,,,,,
2024-05-24,,,,,,,,,,,,,,,,,,,8059.0,8099.5,14841.5,14901.0,35183.5,35289.0,69457.5,69596.5,213118.0,216315.0,674899.5,695146.0,,,,,,,,
2024-05-23,,,,,,,,,,,,,,,,,,,8203.5,8244.5,15130.0,15190.5,35910.0,36017.5,70910.0,71052.0,217629.0,220893.5,689402.0,710084.0,,,,,,,,
2024-05-22,,,,,,,,,,,,,,,,,,,8268.0,8309.5,15259.5,15320.5,36235.0,36344.0,71561.0,71704.0,219650.0,222944.5,695898.5,716775.5,,,,,,,,
2024-05-21,,,,,,,,,,,,,,,,,,,8252.0,8293.0,15227.0,15288.0,36153.5,36262.0,71397.5,71540.5,219143.0,222430.0,694269.0,715097.0,,,,,,,,
2024-05-20,,,,,,,,,,,,,,,,,,,8203.0,8244.0,15129.5,15190.0,35907.5,36015.5,70905.5,71047.5,217615.0,220879.0,689356.5,710037.5,,,,,,,,
2024-05-17,,,,,,,,,,,,,,,,,,,8136.0,8176.5,14995.0,15055.0,35570.0,35676.5,70230.5,70371.0,215517.5,218750.5,682614.0,703092.0,,,,,,,,
2024-05-16,,,,,,,,,,,,,,,,,,,8084.5,8125.0,14892.5,14952.0,35311.5,35417.5,69713.5,69852.5,213912.0,217121.0,677452.0,697775.5,,,,,,,,
2024-05-15,,,,,,,,,,,,,,,,,,,8077.5,8118.0,14878.5,14938.0,35277.0,35383.0,69644.5,69783.5,213698.0,216903.5,676764.0,697066.5,,,,,,,,
2024-05-14,,,,,,,,,,,,,,,,,,,8047.0,8087.0,14817.0,14876.0,35121.5,35227.0,69333.5,69472.0,212732.5,215923.5,673659.5,693869.5,,,,,,,,
2024-05-13,,,,,,,,,,,,,,,,,,,8128.5,8169.5,14980.5,15040.5,35533.0,35639.5,70157.0,70297.0,215289.5,218518.5,681879.5,702336.0,,,,,,,,
2024-05-11,,,,,,,,,,,,,,,,,,,8129.5,8170.0,14982.0,15042.0,35537.0,35643.5,70164.5,70304.5,215312.5,218542.0,681954.5,702413.0,,,,,,,,
2024-05-10,,,,,,,,,,,,,,,,,,,7999.0,8039.0,14721.5,14780.5,34882.0,34986.5,68854.5,68992.5,211245.0,214414.0,668878.0,688944.0,,,,,,,,
2024-05-08,,,,,,,,,,,,,,,,,,,7995.0,8035.0,14713.5,14772.5,34862.0,34966.5,68814.0,68951.5,211119.5,214286.0,668473.5,688527.5,,,,,,,,
2024-05-07,,,,,,,,,,,,,,,,,,,7932.0,7971.5,14587.0,14645.5,34543.5,34647.0,68177.5,68314.0,209142.5,212279.5,662118.0,681981.5,,,,,,,,
2024-05-06,,,,,,,,,,,,,,,,,,,7932.5,7972.0,14588.0,14646.5,34546.5,34650.0,68183.0,68319.5,209160.0,212297.5,662174.0,682039.0,,,,,,,,
2024-04-30,,,,,,,,,,,,,,,,,,,8042.0,8082.0,14807.0,14866.5,35097.0,35202.0,69284.5,69423.0,212580.0,215768.5,673169.5,693364.5,,,,,,,,
2024-04-29,,,,,,,,,,,,,,,,,,,8080.0,8120.5,14883.0,14942.5,35288.0,35394.0,69666.5,69806.0,213767.0,216973.5,676985.5,697295.0,,,,,,,,
2024-04-26,,,,,,,,,,,,,,,,,,,8013.0,8053.0,14749.5,14808.5,34951.5,35056.5,68994.0,69132.0,211677.5,214852.5,670268.0,690376.0,,,,,,,,
2024-04-25,,,,,,,,,,,,,,,,,,,8018.5,8058.5,14759.5,14819.0,34978.0,35083.0,69046.5,69184.5,211840.5,215018.0,670792.0,690915.5,,,,,,,,
2024-04-24,,,,,,,,,,,,,,,,,,,8041.5,8081.5,14806.5,14865.5,35095.0,35200.0,69280.5,69419.0,212567.5,215756.0,673129.0,693323.0,,,,,,,,
2024-04-23,,,,,,,,,,,,,,,,,,,8064.0,8104.5,14851.5,14911.0,35208.5,35314.5,69508.0,69647.0,213274.5,216473.5,675401.5,695664.0,,,,,,,,
2024-04-22,,,,,,,,,,,,,,,,,,,8200.0,8241.0,15123.0,15183.5,35891.5,35999.5,70873.5,71015.5,217516.0,220778.5,689038.0,709709.5,,,,,,,,
2024-04-19,,,,,,,,,,,,,,,,,,,8207.5,8248.5,15138.5,15199.0,35931.0,36038.5,70952.0,71094.0,217759.0,221025.5,689820.0,710514.5,,,,,,,,
2024-04-18,,,,,,,,,,,,,,,,,,,8229.5,8270.5,15182.0,15242.5,36040.0,36148.0,71170.0,71312.5,218436.5,221713.0,691998.5,712758.5,,,,,,,,
2024-04-17,,,,,,,,,,,,,,,,,,,8176.5,8217.5,15076.5,15136.5,35774.5,35882.0,70639.5,70781.0,216789.0,220041.0,686701.5,707302.5,,,,,,,,
2024-04-16,,,,,,,,,,,,,,,,,,,8106.5,8147.0,14936.0,14996.0,35422.0,35528.0,69934.5,70074.0,214598.5,217817.5,679658.5,700048.5,,,,,,,,
2024-04-15,,,,,,,,,,,,,,,,,,,8270.0,8311.5,15263.0,15324.0,36244.0,36353.0,71578.5,71722.0,219705.0,223000.5,696076.0,716958.5,,,,,,,,
2024-04-12,,,,,,,,,,,,,,,,,,,8110.5,8151.0,14944.5,15004.5,35442.5,35549.0,69976.0,70116.0,214727.5,217948.5,680074.0,700476.0,,,,,,,,
2024-04-11,,,,,,,,,,,,,,,,,,,8074.5,8115.0,14872.5,14932.0,35261.0,35367.0,69613.0,69752.0,213600.5,216804.5,676449.5,696743.0,,,,,,,,
2024-04-09,,,,,,,,,,,,,,,,,,,8042.0,8082.0,14807.0,14866.0,35096.0,35201.5,69283.0,69421.5,212575.0,215763.5,673153.5,693348.5,,,,,,,,
2024-04-08,,,,,,,,,,,,,,,,,,,7992.0,8032.0,14707.5,14766.5,34846.5,34951.0,68784.0,68921.5,211025.5,214191.0,668172.0,688217.0,,,,,,,,
2024-04-05,,,,,,,,,,,,,,,,,,,7979.0,8018.5,14681.0,14739.5,34779.5,34883.5,68649.5,68786.5,210607.5,213766.5,666828.0,686832.5,,,,,,,,
2024-04-04,,,,,,,,,,,,,,,,,,,7940.5,7980.5,14604.5,14663.0,34587.5,34691.0,68265.0,68401.5,209414.5,212556.0,662993.0,682882.5,,,,,,,,
2024-04-03,,,,,,,,,,,,,,,,,,,7896.0,7935.5,14515.0,14573.0,34362.0,34465.5,67815.0,67950.5,208016.5,211136.5,658497.5,678252.0,,,,,,,,
2024-04-02,,,,,,,,,,,,,,,,,,,7756.5,7795.5,14236.5,14293.5,33661.0,33762.0,66413.0,66546.0,203662.5,206717.5,644500.0,663835.0,,,,,,,,
2024-04-01,,,,,,,,,,,,,,,,,,,7761.0,7800.0,14245.5,14302.5,33684.0,33785.0,66458.0,66591.0,203803.0,206860.0,644951.0,664299.5,,,,,,,,
2024-03-29,,,,,,,,,,,,,,,,,,,7761.0,7800.0,14245.5,14302.5,33684.0,33785.0,66458.5,66591.0,203803.5,206860.5,644952.5,664301.0,,,,,,,,
2024-03-28,,,,,,,,,,,,,,,,,,,7702.0,7740.5,14127.0,14183.5,33386.0,33486.0,65862.0,65994.0,201952.0,204981.0,639000.0,658170.0,,,,,,,,
2024-03-27,,,,,,,,,,,,,,,,,,,7665.0,7703.0,14053.0,14109.0,33200.0,33299.5,65490.5,65621.5,200797.0,203809.0,635287.5,654346.5,,,,,,,,
2024-03-26,,,,,,,,,,,,,,,,,,,7656.0,7694.5,14035.0,14091.5,33155.0,33254.5,65401.0,65532.0,200519.5,203527.5,634395.5,653427.5,,,,,,,,
2024-03-25,,,,,,,,,,,,,,,,,,,7641.5,7679.5,14006.0,14062.0,33081.5,33181.0,65254.0,65384.5,200063.0,203064.0,632928.0,651915.5,,,,,,,,
2024-03-20,,,,,,,,,,,,,,,,,,,7593.5,7631.5,13910.5,13966.0,32841.0,32939.5,64772.5,64902.0,198568.5,201547.0,628122.0,646965.5,,,,,,,,
2024-03-19,,,,,,,,,,,,,,,,,,,7603.0,7641.0,13929.0,13984.5,32888.0,32986.5,64866.5,64996.0,198859.5,201842.0,629057.5,647929.0,,,,,,,,
2024-03-18,,,,,,,,,,,,,,,,,,,7618.0,7656.0,13959.5,14015.0,32964.5,33063.0,65019.0,65149.0,199333.5,202323.5,630582.5,649500.0,,,,,,,,
2024-03-15,,,,,,,,,,,,,,,,,,,7610.5,7648.5,13944.0,14000.0,32926.0,33025.0,64942.5,65072.5,199096.5,202083.0,629820.0,648714.5,,,,,,,,
2024-03-14,,,,,,,,,,,,,,,,,,,7630.5,7669.0,13984.5,14040.5,33027.5,33126.5,65145.5,65276.0,199727.0,202723.0,631846.5,650802.0,,,,,,,,
2024-03-13,,,,,,,,,,,,,,,,,,,7606.0,7644.0,13935.5,13991.5,32904.5,33003.5,64900.0,65030.0,198964.0,201948.5,629393.5,648275.5,,,,,,,,
2024-03-12,,,,,,,,,,,,,,,,,,,7661.0,7699.5,14045.5,14101.5,33181.0,33280.5,65453.0,65584.0,200681.0,203691.0,634914.0,653961.5,,,,,,,,
2024-03-11,,,,,,,,,,,,,,,,,,,7634.5,7673.0,13992.5,14048.5,33048.0,33147.0,65186.5,65317.0,199853.5,202851.5,632254.5,651222.0,,,,,,,,
2024-03-07,,,,,,,,,,,,,,,,,,,7553.5,7591.5,13830.5,13885.5,32640.0,32737.5,64370.0,64499.0,197318.5,200278.0,624103.0,642826.5,,,,,,,,
2024-03-06,,,,,,,,,,,,,,,,,,,7529.5,7567.0,13782.0,13837.0,32518.0,32615.5,64127.0,64255.0,196562.5,199511.0,621673.5,640324.0,,,,,,,,
2024-03-05,,,,,,,,,,,,,,,,,,,7425.5,7462.5,13574.0,13628.0,31995.0,32091.0,63080.0,63206.0,193312.0,196211.5,611222.5,629559.0,,,,,,,,
